"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SABPH2760","SABPH2819","SABPH2900","SABPH2947","SABPH2986"
"dnaI","","Primosomal protein DnaI","5","5","1","1","1339","","","","920","920","920","BPOBBBHG_01546","PCKNBOAI_02101","LDKIDLOJ_01617","HHCDGDKF_01710","GIPNDHBP_01719"
"yqfL","","Putative pyruvate, phosphate dikinase regulatory protein","5","5","1","1","1913","","","","818","818","818","BPOBBBHG_01437","PCKNBOAI_02210","LDKIDLOJ_01508","HHCDGDKF_01591","GIPNDHBP_01611"
"group_2773","","ABC-2 family transporter protein","5","5","1","1","3714","","","","1277","1277","1277","BPOBBBHG_02193","PCKNBOAI_01393","LDKIDLOJ_02340","HHCDGDKF_02590","GIPNDHBP_02442"
"putB","","Proline dehydrogenase 2","5","5","1","1","1422","","","","1001","1001","1001","BPOBBBHG_01625","PCKNBOAI_02023","LDKIDLOJ_01696","HHCDGDKF_01793","GIPNDHBP_01802"
"group_2775","","hypothetical protein","5","5","1","1","3617","","","","818","818","818","BPOBBBHG_02286","PCKNBOAI_01301","LDKIDLOJ_02434","HHCDGDKF_02683","GIPNDHBP_02535"
"pitA_1","","Low-affinity inorganic phosphate transporter 1","5","5","1","1","3070","","","","1007","1007","1007","BPOBBBHG_00640","PCKNBOAI_00470","LDKIDLOJ_00609","HHCDGDKF_00764","GIPNDHBP_00651"
"cycA_2","","D-serine/D-alanine/glycine transporter","5","5","1","1","3649","","","","1409","1409","1409","BPOBBBHG_02256","PCKNBOAI_01331","LDKIDLOJ_02404","HHCDGDKF_02653","GIPNDHBP_02505"
"ldh2","","L-lactate dehydrogenase 2","5","5","1","1","2876","","","","959","959","959","BPOBBBHG_02414","PCKNBOAI_01169","LDKIDLOJ_02576","HHCDGDKF_02830","GIPNDHBP_02669"
"alr1_1","","Alanine racemase 1","5","5","1","1","3453","","","","1085","1085","1085","BPOBBBHG_01276","PCKNBOAI_02371","LDKIDLOJ_01279","HHCDGDKF_01429","GIPNDHBP_01383"
"mprF","","Phosphatidylglycerol lysyltransferase","5","5","1","1","3411","","","","2522","2522","2522","BPOBBBHG_01238","PCKNBOAI_02409","LDKIDLOJ_01222","HHCDGDKF_01392","GIPNDHBP_01346"
"lcdH","","L-carnitine dehydrogenase","5","5","1","1","72","","","","491","491","491","BPOBBBHG_02166","PCKNBOAI_01419","LDKIDLOJ_02310","HHCDGDKF_02563","GIPNDHBP_02415"
"group_2782","","Sortase family protein","5","5","1","1","3175","","","","734","734","734","BPOBBBHG_01012","PCKNBOAI_00074","LDKIDLOJ_00988","HHCDGDKF_01165","GIPNDHBP_01114"
"nasD","","Nitrite reductase [NAD(P)H]","5","5","1","1","3689","","","","2405","2405","2405","BPOBBBHG_02218","PCKNBOAI_01369","LDKIDLOJ_02364","HHCDGDKF_02615","GIPNDHBP_02467"
"ugtP","","Processive diacylglycerol beta-glucosyltransferase","5","5","1","1","1304","","","","1175","1175","1175","BPOBBBHG_00894","PCKNBOAI_00190","LDKIDLOJ_00870","HHCDGDKF_01047","GIPNDHBP_00998"
"cap8A_2","","Capsular polysaccharide type 8 biosynthesis protein cap8A","5","5","1","1","2807","","","","662","662","662","BPOBBBHG_02477","PCKNBOAI_01106","LDKIDLOJ_02643","HHCDGDKF_02894","GIPNDHBP_02732"
"ureE","","Urease accessory protein UreE","5","5","1","1","15","","","","452","452","452","BPOBBBHG_02111","PCKNBOAI_01477","LDKIDLOJ_02255","HHCDGDKF_02507","GIPNDHBP_02359"
"hpxO","","FAD-dependent urate hydroxylase","5","5","1","1","29","","","","1124","1124","1124","BPOBBBHG_02125","PCKNBOAI_01462","LDKIDLOJ_02269","HHCDGDKF_02521","GIPNDHBP_02373"
"group_2788","","hypothetical protein","5","5","1","1","989","","","","359","359","359","BPOBBBHG_00126","PCKNBOAI_00942","LDKIDLOJ_00147","HHCDGDKF_00194","GIPNDHBP_00149"
"tylM1","","dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase","5","5","1","1","1886","","","","716","716","716","BPOBBBHG_01464","PCKNBOAI_02183","LDKIDLOJ_01535","HHCDGDKF_01620","GIPNDHBP_01638"
"proP","","Proline/betaine transporter","5","5","1","1","2962","","","","1400","1400","1400","BPOBBBHG_00543","PCKNBOAI_00558","LDKIDLOJ_00521","HHCDGDKF_00667","GIPNDHBP_00538"
"yehR","","putative lipoprotein YehR","5","5","1","1","3628","","","","455","455","455","BPOBBBHG_02276","PCKNBOAI_01311","LDKIDLOJ_02424","HHCDGDKF_02673","GIPNDHBP_02525"
"lytR_2","","Transcriptional regulator LytR","5","5","1","1","34","","","","947","947","947","BPOBBBHG_02130","PCKNBOAI_01457","LDKIDLOJ_02274","HHCDGDKF_02526","GIPNDHBP_02378"
"ctaA","","Heme A synthase","5","5","1","1","1203","","","","1070","1070","1070","BPOBBBHG_00993","PCKNBOAI_00093","LDKIDLOJ_00969","HHCDGDKF_01146","GIPNDHBP_01095"
"hemL2","","Glutamate-1-semialdehyde 2,1-aminomutase 2","5","5","1","1","1479","","","","1289","1289","1289","BPOBBBHG_01759","PCKNBOAI_01886","LDKIDLOJ_01832","HHCDGDKF_01935","GIPNDHBP_01940"
"group_2795","","hypothetical protein","5","5","1","1","396","","","","1193","1193","1193","BPOBBBHG_01950","PCKNBOAI_01637","LDKIDLOJ_02101","HHCDGDKF_02344","GIPNDHBP_02196"
"group_2796","","Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase","5","5","1","1","2359","","","","1112","1112","1112","BPOBBBHG_01820","PCKNBOAI_01825","LDKIDLOJ_01901","HHCDGDKF_01996","GIPNDHBP_02002"
"nnrD","","ADP-dependent (S)-NAD(P)H-hydrate dehydratase","5","5","1","1","2748","","","","812","812","812","BPOBBBHG_00007","PCKNBOAI_01051","LDKIDLOJ_00007","HHCDGDKF_00007","GIPNDHBP_00007"
"dus","","putative tRNA-dihydrouridine synthase","5","5","1","1","2683","","","","986","986","986","BPOBBBHG_00036","PCKNBOAI_01025","LDKIDLOJ_00060","HHCDGDKF_00115","GIPNDHBP_00057"
"lipR_1","","Putative acetyl-hydrolase LipR","5","5","1","1","74","","","","920","920","920","BPOBBBHG_02168","PCKNBOAI_01417","LDKIDLOJ_02312","HHCDGDKF_02565","GIPNDHBP_02417"
"pyrP","","Uracil permease","5","5","1","1","3247","","","","1307","1307","1307","BPOBBBHG_01076","PCKNBOAI_02567","LDKIDLOJ_01053","HHCDGDKF_01232","GIPNDHBP_01179"
"moeA","","Molybdopterin molybdenumtransferase","5","5","1","1","243","","","","1259","1259","1259","BPOBBBHG_02094","PCKNBOAI_01495","LDKIDLOJ_02238","HHCDGDKF_02490","GIPNDHBP_02342"
"fepC","","Ferric enterobactin transport ATP-binding protein FepC","5","5","1","1","3090","","","","797","797","797","BPOBBBHG_00623","PCKNBOAI_00487","LDKIDLOJ_00592","HHCDGDKF_00747","GIPNDHBP_00634"
"msrB","","Peptide methionine sulfoxide reductase MsrB","5","5","1","1","1710","","","","428","428","428","BPOBBBHG_01301","PCKNBOAI_02347","LDKIDLOJ_01303","HHCDGDKF_01455","GIPNDHBP_01409"
"groL","","60 kDa chaperonin","5","5","1","1","551","","","","1616","1616","1616","BPOBBBHG_01844","PCKNBOAI_01744","LDKIDLOJ_01990","HHCDGDKF_02086","GIPNDHBP_02089"
"glcK","","Glucokinase","5","5","1","1","1928","","","","986","986","986","BPOBBBHG_01422","PCKNBOAI_02225","LDKIDLOJ_01493","HHCDGDKF_01576","GIPNDHBP_01596"
"yfiH","","Laccase domain protein YfiH","5","5","1","1","3236","","","","791","791","791","BPOBBBHG_01065","PCKNBOAI_02579","LDKIDLOJ_01042","HHCDGDKF_01219","GIPNDHBP_01167"
"ilvD","","Dihydroxy-acid dehydratase","5","5","1","1","477","","","","1688","1688","1688","BPOBBBHG_01868","PCKNBOAI_01720","LDKIDLOJ_02017","HHCDGDKF_02262","GIPNDHBP_02114"
"treB","","PTS system trehalose-specific EIIBC component","5","5","1","1","645","","","","1427","1427","1427","BPOBBBHG_00425","PCKNBOAI_00675","LDKIDLOJ_00403","HHCDGDKF_00552","GIPNDHBP_00420"
"graR_1","","Response regulator protein GraR","5","5","1","1","3078","","","","674","674","674","BPOBBBHG_00635","PCKNBOAI_00475","LDKIDLOJ_00604","HHCDGDKF_00759","GIPNDHBP_00646"
"group_282","","hypothetical protein","5","5","1","1","1143","","","","398","398","398","BPOBBBHG_00254","PCKNBOAI_00816","LDKIDLOJ_00266","HHCDGDKF_00319","GIPNDHBP_00277"
"pgl","","6-phosphogluconolactonase","5","5","1","1","2362","","","","1028","1028","1028","BPOBBBHG_01817","PCKNBOAI_01828","LDKIDLOJ_01892","HHCDGDKF_01993","GIPNDHBP_01999"
"ligA","","DNA ligase","5","5","1","1","162","","","","2003","2003","2003","BPOBBBHG_01799","PCKNBOAI_01846","LDKIDLOJ_01872","HHCDGDKF_01975","GIPNDHBP_01981"
"mutM","","Formamidopyrimidine-DNA glycosylase","5","5","1","1","1344","","","","872","872","872","BPOBBBHG_01551","PCKNBOAI_02096","LDKIDLOJ_01622","HHCDGDKF_01715","GIPNDHBP_01724"
"iscS_1","","Cysteine desulfurase IscS","5","5","1","1","1855","","","","1142","1142","1142","BPOBBBHG_01494","PCKNBOAI_02152","LDKIDLOJ_01565","HHCDGDKF_01652","GIPNDHBP_01668"
"group_2824","","shikimate kinase","5","5","1","1","2979","","","","983","983","983","BPOBBBHG_00560","PCKNBOAI_00541","LDKIDLOJ_00538","HHCDGDKF_00684","GIPNDHBP_00555"
"group_2825","","major facilitator superfamily transporter","5","5","1","1","250","","","","1211","1211","1211","BPOBBBHG_02087","PCKNBOAI_01502","LDKIDLOJ_02231","HHCDGDKF_02483","GIPNDHBP_02335"
"group_2826","","hypothetical protein","5","5","1","1","1214","","","","1019","1019","1019","BPOBBBHG_00982","PCKNBOAI_00104","LDKIDLOJ_00958","HHCDGDKF_01135","GIPNDHBP_01084"
"cls_2","","Cardiolipin synthase","5","5","1","1","440","","","","1484","1484","1484","BPOBBBHG_01907","PCKNBOAI_01680","LDKIDLOJ_02058","HHCDGDKF_02301","GIPNDHBP_02153"
"group_2828","","hypothetical protein","5","5","1","1","1950","","","","389","389","389","BPOBBBHG_01400","PCKNBOAI_02247","LDKIDLOJ_01471","HHCDGDKF_01554","GIPNDHBP_01574"
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","5","5","1","1","1250","","","","671","671","671","BPOBBBHG_00947","PCKNBOAI_00139","LDKIDLOJ_00924","HHCDGDKF_01100","GIPNDHBP_01050"
"group_283","","putative oxidoreductase","5","5","1","1","1177","","","","1199","1214","1202","BPOBBBHG_00272","PCKNBOAI_00798","LDKIDLOJ_00284","HHCDGDKF_00401","GIPNDHBP_00295"
"bepA","","Beta-barrel assembly-enhancing protease","5","5","1","1","2283","","","","1439","1439","1439","BPOBBBHG_00738","PCKNBOAI_00372","LDKIDLOJ_00710","HHCDGDKF_00862","GIPNDHBP_00750"
"licR","","putative licABCH operon regulator","5","5","1","1","1167","","","","1955","1955","1955","BPOBBBHG_00282","PCKNBOAI_00788","LDKIDLOJ_00294","HHCDGDKF_00411","GIPNDHBP_00305"
"opuCB","","Carnitine transport permease protein OpuCB","5","5","1","1","3640","","","","635","635","635","BPOBBBHG_02265","PCKNBOAI_01322","LDKIDLOJ_02413","HHCDGDKF_02662","GIPNDHBP_02514"
"hsdR","","Type-1 restriction enzyme R protein","5","5","1","1","1009","","","","2789","2789","2789","BPOBBBHG_00145","PCKNBOAI_00923","LDKIDLOJ_00166","HHCDGDKF_00214","GIPNDHBP_00168"
"ffh","","Signal recognition particle protein","5","5","1","1","3286","","","","1367","1367","1367","BPOBBBHG_01114","PCKNBOAI_02529","LDKIDLOJ_01091","HHCDGDKF_01270","GIPNDHBP_01217"
"group_2835","","hypothetical protein","5","5","1","1","3217","","","","1556","1556","1556","BPOBBBHG_01046","PCKNBOAI_00039","LDKIDLOJ_01023","HHCDGDKF_01200","GIPNDHBP_01148"
"frdA","","Fumarate reductase flavoprotein subunit","5","5","1","1","3188","","","","1766","1766","1766","BPOBBBHG_01025","PCKNBOAI_00061","LDKIDLOJ_01001","HHCDGDKF_01178","GIPNDHBP_01127"
"gfo_2","","Glucose--fructose oxidoreductase","5","5","1","1","1026","","","","1040","1040","1040","BPOBBBHG_00169","PCKNBOAI_00899","LDKIDLOJ_00183","HHCDGDKF_00228","GIPNDHBP_00185"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","5","5","1","1","1921","","","","872","872","872","BPOBBBHG_01429","PCKNBOAI_02218","LDKIDLOJ_01500","HHCDGDKF_01583","GIPNDHBP_01603"
"group_284","","hypothetical protein","5","5","1","1","1173","","","","944","944","944","BPOBBBHG_00276","PCKNBOAI_00794","LDKIDLOJ_00288","HHCDGDKF_00405","GIPNDHBP_00299"
"bfmBAA","","2-oxoisovalerate dehydrogenase subunit alpha","5","5","1","1","1957","","","","992","992","992","BPOBBBHG_01393","PCKNBOAI_02254","LDKIDLOJ_01464","HHCDGDKF_01547","GIPNDHBP_01567"
"marA","","Multiple antibiotic resistance protein MarA","5","5","1","1","1967","","","","866","866","866","BPOBBBHG_01382","PCKNBOAI_02267","LDKIDLOJ_01453","HHCDGDKF_01536","GIPNDHBP_01555"
"asnS","","Asparagine--tRNA ligase","5","5","1","1","1743","","","","1292","1292","1292","BPOBBBHG_01332","PCKNBOAI_02318","LDKIDLOJ_01334","HHCDGDKF_01485","GIPNDHBP_01439"
"recG","","ATP-dependent DNA helicase RecG","5","5","1","1","3276","","","","2060","2060","2060","BPOBBBHG_01104","PCKNBOAI_02539","LDKIDLOJ_01081","HHCDGDKF_01260","GIPNDHBP_01207"
"ydcP_2","","putative protease YdcP","5","5","1","1","1864","","","","923","923","923","BPOBBBHG_01485","PCKNBOAI_02161","LDKIDLOJ_01556","HHCDGDKF_01643","GIPNDHBP_01659"
"group_2845","","hypothetical protein","5","5","1","1","1201","","","","461","461","461","BPOBBBHG_00995","PCKNBOAI_00091","LDKIDLOJ_00971","HHCDGDKF_01148","GIPNDHBP_01097"
"yugI_2","","General stress protein 13","5","5","1","1","1612","","","","377","377","377","BPOBBBHG_00834","PCKNBOAI_00250","LDKIDLOJ_00807","HHCDGDKF_00983","GIPNDHBP_00937"
"group_2847","","putative membrane protein","5","5","1","1","3558","","","","611","611","611","BPOBBBHG_02326","PCKNBOAI_01259","LDKIDLOJ_02479","HHCDGDKF_02719","GIPNDHBP_02579"
"nrdR","","Transcriptional repressor NrdR","5","5","1","1","1341","","","","470","470","470","BPOBBBHG_01548","PCKNBOAI_02099","LDKIDLOJ_01619","HHCDGDKF_01712","GIPNDHBP_01721"
"rluD_2","","Ribosomal large subunit pseudouridine synthase D","5","5","1","1","3245","","","","917","917","917","BPOBBBHG_01074","PCKNBOAI_02569","LDKIDLOJ_01051","HHCDGDKF_01230","GIPNDHBP_01177"
"gyrB","","DNA gyrase subunit B","5","5","1","1","2750","","","","1934","1934","1934","BPOBBBHG_00005","PCKNBOAI_01053","LDKIDLOJ_00005","HHCDGDKF_00005","GIPNDHBP_00005"
"group_2851","","hypothetical protein","5","5","1","1","3534","","","","1043","1043","1043","BPOBBBHG_02346","PCKNBOAI_01239","LDKIDLOJ_02501","HHCDGDKF_02741","GIPNDHBP_02601"
"nrnA","","Bifunctional oligoribonuclease and PAP phosphatase NrnA","5","5","1","1","1359","","","","941","941","941","BPOBBBHG_01565","PCKNBOAI_02082","LDKIDLOJ_01636","HHCDGDKF_01732","GIPNDHBP_01740"
"ypdF","","Aminopeptidase YpdF","5","5","1","1","1945","","","","1061","1061","1061","BPOBBBHG_01405","PCKNBOAI_02242","LDKIDLOJ_01476","HHCDGDKF_01559","GIPNDHBP_01579"
"nanA","","N-acetylneuraminate lyase","5","5","1","1","1154","","","","881","881","881","BPOBBBHG_00265","PCKNBOAI_00805","LDKIDLOJ_00277","HHCDGDKF_00330","GIPNDHBP_00288"
"fieF","","Ferrous-iron efflux pump FieF","5","5","1","1","3671","","","","866","866","866","BPOBBBHG_02236","PCKNBOAI_01351","LDKIDLOJ_02382","HHCDGDKF_02633","GIPNDHBP_02485"
"spxA","","Regulatory protein Spx","5","5","1","1","1569","","","","395","395","395","BPOBBBHG_00875","PCKNBOAI_00209","LDKIDLOJ_00850","HHCDGDKF_01025","GIPNDHBP_00978"
"group_2857","","hypothetical protein","5","5","1","1","2358","","","","842","842","842","BPOBBBHG_01821","PCKNBOAI_01824","LDKIDLOJ_01902","HHCDGDKF_01997","GIPNDHBP_02003"
"garK_2","","Glycerate 2-kinase","5","5","1","1","3655","","","","1142","1142","1142","BPOBBBHG_02250","PCKNBOAI_01337","LDKIDLOJ_02398","HHCDGDKF_02647","GIPNDHBP_02499"
"tlyC","","Hemolysin C","5","5","1","1","1647","","","","1040","1040","1040","BPOBBBHG_00799","PCKNBOAI_00286","LDKIDLOJ_00772","HHCDGDKF_00948","GIPNDHBP_00902"
"luxA","","Alkanal monooxygenase alpha chain","5","5","1","1","781","","","","1061","1061","1061","BPOBBBHG_00288","PCKNBOAI_00782","LDKIDLOJ_00300","HHCDGDKF_00417","GIPNDHBP_00311"
"group_2860","","hypothetical protein","5","5","1","1","402","","","","521","521","521","BPOBBBHG_01944","PCKNBOAI_01643","LDKIDLOJ_02095","HHCDGDKF_02338","GIPNDHBP_02190"
"group_2861","","Putative multidrug export ATP-binding/permease protein","5","5","1","1","3047","","","","1673","1673","1673","BPOBBBHG_00661","PCKNBOAI_00449","LDKIDLOJ_00631","HHCDGDKF_00785","GIPNDHBP_00673"
"group_2862","","hypothetical protein","5","5","1","1","763","","","","662","662","662","BPOBBBHG_00357","PCKNBOAI_00737","LDKIDLOJ_00346","HHCDGDKF_00463","GIPNDHBP_00356"
"mleN_1","","Malate-2H(+)/Na(+)-lactate antiporter","5","5","1","1","24","","","","1397","1400","1398","BPOBBBHG_02120","PCKNBOAI_01467","LDKIDLOJ_02264","HHCDGDKF_02516","GIPNDHBP_02368"
"tsf","","Elongation factor Ts","5","5","1","1","3306","","","","881","881","881","BPOBBBHG_01134","PCKNBOAI_02509","LDKIDLOJ_01111","HHCDGDKF_01290","GIPNDHBP_01237"
"cynR_1","","HTH-type transcriptional regulator CynR","5","5","1","1","57","","","","884","884","884","BPOBBBHG_02152","PCKNBOAI_01435","LDKIDLOJ_02296","HHCDGDKF_02548","GIPNDHBP_02400"
"group_2866","","Sortase family protein","5","5","1","1","3540","","","","620","620","620","BPOBBBHG_02341","PCKNBOAI_01244","LDKIDLOJ_02496","HHCDGDKF_02736","GIPNDHBP_02596"
"group_2867","","putative AAA domain-containing protein","5","5","1","1","1850","","","","1274","1274","1274","BPOBBBHG_01499","PCKNBOAI_02147","LDKIDLOJ_01570","HHCDGDKF_01657","GIPNDHBP_01673"
"group_2868","","hypothetical protein","5","5","1","1","431","","","","440","440","440","BPOBBBHG_01916","PCKNBOAI_01671","LDKIDLOJ_02067","HHCDGDKF_02310","GIPNDHBP_02162"
"sufB_1","","FeS cluster assembly protein SufB","5","5","1","1","2185","","","","1307","1307","1307","BPOBBBHG_00794","PCKNBOAI_00291","LDKIDLOJ_00767","HHCDGDKF_00943","GIPNDHBP_00825"
"ldhA","","L-lactate dehydrogenase 1","5","5","1","1","1048","","","","953","953","953","BPOBBBHG_00191","PCKNBOAI_00877","LDKIDLOJ_00206","HHCDGDKF_00251","GIPNDHBP_00207"
"rpsI","","30S ribosomal protein S9","5","5","1","1","297","","","","398","398","398","BPOBBBHG_02039","PCKNBOAI_01550","LDKIDLOJ_02183","HHCDGDKF_02435","GIPNDHBP_02287"
"hemA","","Glutamyl-tRNA reductase","5","5","1","1","1808","","","","1346","1346","1346","BPOBBBHG_01535","PCKNBOAI_02112","LDKIDLOJ_01606","HHCDGDKF_01699","GIPNDHBP_01708"
"group_2873","","recombinase A","5","5","1","1","3334","","","","1043","1043","1043","BPOBBBHG_01162","PCKNBOAI_02481","LDKIDLOJ_01139","HHCDGDKF_01318","GIPNDHBP_01265"
"moaA","","Cyclic pyranopterin monophosphate synthase","5","5","1","1","248","","","","1022","1022","1022","BPOBBBHG_02089","PCKNBOAI_01500","LDKIDLOJ_02233","HHCDGDKF_02485","GIPNDHBP_02337"
"cinA","","Putative competence-damage inducible protein","5","5","1","1","3333","","","","1151","1151","1151","BPOBBBHG_01161","PCKNBOAI_02482","LDKIDLOJ_01138","HHCDGDKF_01317","GIPNDHBP_01264"
"gutB","","Sorbitol dehydrogenase","5","5","1","1","1063","","","","1025","1025","1025","BPOBBBHG_00206","PCKNBOAI_00862","LDKIDLOJ_00221","HHCDGDKF_00266","GIPNDHBP_00222"
"truB","","tRNA pseudouridine synthase B","5","5","1","1","3320","","","","917","917","917","BPOBBBHG_01148","PCKNBOAI_02495","LDKIDLOJ_01125","HHCDGDKF_01304","GIPNDHBP_01251"
"garL","","5-keto-4-deoxy-D-glucarate aldolase","5","5","1","1","2632","","","","776","779","778","BPOBBBHG_00071","PCKNBOAI_00994","LDKIDLOJ_00094","HHCDGDKF_00140","GIPNDHBP_00092"
"group_2879","","hypothetical protein","5","5","1","1","3638","","","","599","599","599","BPOBBBHG_02267","PCKNBOAI_01320","LDKIDLOJ_02415","HHCDGDKF_02664","GIPNDHBP_02516"
"efeN","","putative deferrochelatase/peroxidase EfeN","5","5","1","1","788","","","","1043","1229","1191","BPOBBBHG_00293","PCKNBOAI_00777","LDKIDLOJ_00306","HHCDGDKF_00423","GIPNDHBP_00316"
"yxlF_3","","putative ABC transporter ATP-binding protein YxlF","5","5","1","1","2353","","","","872","872","872","BPOBBBHG_01826","PCKNBOAI_01819","LDKIDLOJ_01907","HHCDGDKF_02002","GIPNDHBP_02008"
"mgsR","","Regulatory protein MgsR","5","5","1","1","2193","","","","356","356","356","BPOBBBHG_00782","PCKNBOAI_00303","LDKIDLOJ_00755","HHCDGDKF_00908","GIPNDHBP_00795"
"group_2882","","hypothetical protein","5","5","1","1","1407","","","","422","422","422","BPOBBBHG_01613","PCKNBOAI_02035","LDKIDLOJ_01683","HHCDGDKF_01779","GIPNDHBP_01788"
"rnj2","","Ribonuclease J 2","5","5","1","1","3324","","","","1673","1673","1673","BPOBBBHG_01152","PCKNBOAI_02491","LDKIDLOJ_01129","HHCDGDKF_01308","GIPNDHBP_01255"
"metK","","S-adenosylmethionine synthase","5","5","1","1","1447","","","","1193","1196","1193","BPOBBBHG_01645","PCKNBOAI_02000","LDKIDLOJ_01724","HHCDGDKF_01816","GIPNDHBP_01825"
"group_2885","","CAAX amino terminal protease self- immunity","5","5","1","1","1292","","","","602","602","602","BPOBBBHG_00908","PCKNBOAI_00176","LDKIDLOJ_00884","HHCDGDKF_01061","GIPNDHBP_01012"
"rny","","Ribonuclease Y","5","5","1","1","3335","","","","1559","1559","1559","BPOBBBHG_01163","PCKNBOAI_02480","LDKIDLOJ_01140","HHCDGDKF_01319","GIPNDHBP_01266"
"putP","","Sodium/proline symporter","5","5","1","1","160","","","","1538","1538","1538","BPOBBBHG_01797","PCKNBOAI_01848","LDKIDLOJ_01870","HHCDGDKF_01973","GIPNDHBP_01979"
"sucD","","Succinyl-CoA ligase [ADP-forming] subunit alpha","5","5","1","1","3295","","","","908","908","908","BPOBBBHG_01123","PCKNBOAI_02520","LDKIDLOJ_01100","HHCDGDKF_01279","GIPNDHBP_01226"
"group_2889","","preprotein translocase subunit SecA","5","5","1","1","2273","","","","2531","2531","2531","BPOBBBHG_00728","PCKNBOAI_00382","LDKIDLOJ_00700","HHCDGDKF_00852","GIPNDHBP_00740"
"spo0C","","Chromosome-partitioning protein Spo0J","5","5","1","1","804","","","","845","845","845","BPOBBBHG_00309","PCKNBOAI_00761","LDKIDLOJ_00322","HHCDGDKF_00439","GIPNDHBP_00332"
"oxyR","","Hydrogen peroxide-inducible genes activator","5","5","1","1","3061","","","","866","866","866","BPOBBBHG_00648","PCKNBOAI_00462","LDKIDLOJ_00617","HHCDGDKF_00772","GIPNDHBP_00660"
